StudyHours,Attendance,PreviousScore,AssignmentScore,WritingSkills,ReadingSkills,ComputerSkills,PercentScore,Grade,Pass/Fail
4.7,90.8,56.0,98.9,8,4,7,75.72,B+,Pass
4.6,80.6,51.6,62.4,2,2,9,61.72,B,Pass
1.5,52.7,52.4,34.7,2,5,3,39.57,F,Fail
1.8,84.9,76.9,47.9,3,4,2,51.1,C,Pass
4.9,69.4,70.1,48.8,4,3,2,60.38,B,Pass
3.8,72.9,49.7,47.1,5,4,2,52.98,C,Pass
5.1,61.3,34.7,73.5,4,6,6,62.23,B,Pass
1.9,58.8,68.5,47.0,10,1,4,52.66,C,Pass
1.2,71.4,41.0,29.1,10,5,8,49.56,F,Fail
1.8,79.2,98.1,21.0,2,8,7,59.79,C,Pass
3.3,60.8,82.4,90.4,8,9,2,72.44,B+,Pass
3.6,72.7,34.8,62.7,3,3,1,46.78,F,Fail
5.3,79.4,77.6,91.9,5,9,10,86.32,A,Pass
4.6,74.2,97.9,79.4,9,7,1,79.2,B+,Pass
6.0,73.4,71.0,46.8,10,3,2,71.11,B+,Pass
1.4,64.4,65.3,47.5,8,6,9,58.49,C,Pass
1.7,55.6,99.1,85.6,7,6,2,64.97,B,Pass
1.4,97.5,51.0,70.4,1,8,10,57.66,C,Pass
3.7,95.1,74.5,63.5,10,4,7,73.46,B+,Pass
2.3,96.5,84.6,95.5,7,2,9,72.32,B+,Pass
4.4,77.3,81.6,95.4,10,6,3,79.04,B+,Pass
1.7,63.1,49.3,26.5,8,2,3,42.41,F,Fail
1.5,66.5,62.4,80.4,5,8,1,54.31,C,Pass
3.3,80.0,42.6,24.0,8,3,7,53.45,C,Pass
2.9,85.7,35.5,72.5,9,3,4,55.92,C,Pass
5.1,82.2,48.8,22.2,9,3,9,65.15,B,Pass
5.2,58.8,39.4,44.5,7,5,9,64.2,B,Pass
1.6,94.5,40.7,32.4,9,2,7,48.89,F,Fail
5.1,80.7,61.9,46.7,10,10,1,71.95,B+,Pass
3.8,93.2,57.9,77.4,5,6,2,63.6,B,Pass
3.5,80.9,80.8,61.1,3,3,7,64.46,B,Pass
1.5,70.2,85.6,29.4,7,7,9,61.83,B,Pass
4.7,54.3,34.7,38.4,10,8,8,64.66,B,Pass
1.3,65.2,56.0,40.9,9,9,10,59.86,C,Pass
2.4,59.5,41.4,61.1,2,1,10,48.06,F,Fail
1.5,98.1,76.1,70.7,1,4,9,59.44,C,Pass
3.7,70.0,73.7,30.9,2,2,9,57.86,C,Pass
4.2,95.2,41.1,82.0,3,1,2,54.9,C,Pass
5.5,66.5,91.3,78.2,8,7,2,80.2,A,Pass
4.7,56.2,48.6,95.9,5,4,9,68.96,B,Pass
5.8,90.5,30.3,27.7,1,10,6,60.98,B,Pass
4.8,73.5,80.5,85.2,10,3,2,74.46,B+,Pass
2.5,92.5,83.1,27.1,5,10,6,65.09,B,Pass
3.7,78.3,82.2,59.3,1,5,7,65.08,B,Pass
3.3,55.0,92.2,91.6,10,1,3,69.49,B,Pass
3.8,51.6,47.0,37.3,8,6,6,57.7,C,Pass
3.9,58.0,85.6,45.6,5,8,3,65.64,B,Pass
4.5,66.0,51.0,52.5,7,2,8,62.22,B,Pass
1.4,70.5,71.8,33.1,1,10,7,53.56,C,Pass
4.7,93.2,35.8,59.2,10,1,8,64.95,B,Pass
1.7,94.0,54.1,52.7,8,8,2,55.63,C,Pass
1.1,72.8,92.2,60.4,1,1,4,49.79,F,Fail
3.6,82.8,50.6,78.8,3,4,3,57.15,C,Pass
3.9,56.5,81.0,90.8,3,2,9,69.12,B,Pass
1.2,97.6,97.7,95.3,5,3,6,67.28,B,Pass
3.6,66.9,66.4,54.9,3,6,6,60.92,B,Pass
3.7,82.4,42.8,57.1,5,8,2,57.3,C,Pass
1.3,77.6,41.5,56.1,5,8,4,48.75,F,Fail
4.6,88.3,35.3,52.8,3,8,9,63.97,B,Pass
2.1,99.6,41.4,35.3,5,4,2,45.0,F,Fail
5.0,71.8,76.9,58.1,1,4,9,69.12,B,Pass
2.6,64.8,94.9,47.4,3,10,8,68.72,B,Pass
3.4,55.0,77.1,38.6,3,7,10,64.16,B,Pass
5.5,89.6,41.4,68.7,8,5,7,71.62,B+,Pass
5.0,65.6,54.7,70.6,3,7,5,65.82,B,Pass
4.9,72.2,68.3,62.8,8,1,6,68.32,B,Pass
1.8,97.8,90.3,47.6,4,7,3,60.7,B,Pass
1.2,97.3,55.6,68.4,5,2,3,48.69,F,Fail
4.0,84.7,47.5,83.0,4,10,2,64.8,B,Pass
3.1,55.2,45.1,89.0,2,6,3,53.54,C,Pass
5.5,72.4,83.9,81.8,7,6,6,81.48,A,Pass
2.7,95.4,60.0,64.4,2,8,6,61.0,B,Pass
3.1,75.2,40.1,33.8,4,4,4,47.02,F,Fail
3.6,99.2,86.7,44.4,1,5,2,60.66,B,Pass
5.0,59.4,31.8,39.7,4,2,2,47.84,F,Fail
2.3,79.9,55.6,97.5,2,5,3,55.72,C,Pass
5.7,59.5,45.0,53.5,1,3,9,61.02,B,Pass
3.7,89.8,79.6,22.3,2,10,3,62.02,B,Pass
5.2,95.9,85.7,66.9,1,9,9,80.85,A,Pass
3.6,53.1,66.8,40.5,1,1,10,54.48,C,Pass
4.9,71.3,93.7,31.1,7,9,2,72.82,B+,Pass
1.3,51.9,61.7,34.3,5,4,7,46.96,F,Fail
5.0,53.4,40.1,54.8,10,7,4,64.59,B,Pass
3.6,68.4,44.8,64.4,7,10,10,69.1,B,Pass
3.2,79.2,79.2,30.7,1,6,10,62.12,B,Pass
1.6,92.6,74.4,64.7,3,3,4,53.96,C,Pass
4.7,97.4,78.5,23.1,10,8,4,73.63,B+,Pass
1.7,63.4,58.1,64.7,5,1,4,47.37,F,Fail
2.0,61.2,50.1,33.0,8,8,4,51.6,C,Pass
1.6,57.9,44.9,49.5,1,4,7,42.84,F,Fail
1.0,51.0,46.4,97.5,6,6,10,57.32,C,Pass
4.3,76.8,91.0,79.0,1,10,7,77.48,B+,Pass
2.4,76.6,98.2,95.0,9,10,10,85.06,A,Pass
1.7,54.3,88.5,58.9,7,7,10,67.19,B,Pass
2.6,50.9,92.2,26.8,2,3,4,51.56,C,Pass
3.5,69.1,44.7,67.7,9,2,6,59.24,C,Pass
3.5,53.9,35.2,22.5,4,1,6,42.56,F,Fail
2.8,52.8,46.5,52.2,8,10,1,54.94,C,Pass
3.5,74.7,60.4,81.5,3,7,6,64.8,B,Pass
3.1,90.6,97.3,38.8,6,3,1,61.6,B,Pass
5.1,83.4,53.8,70.8,8,9,2,71.81,B+,Pass
1.1,57.7,95.6,57.9,7,3,8,60.76,B,Pass
5.3,83.0,32.5,23.5,3,7,10,61.15,B,Pass
2.2,67.5,64.6,46.5,7,9,7,61.68,B,Pass
4.6,54.3,86.4,79.4,9,8,2,76.34,B+,Pass
3.0,68.5,76.7,21.4,6,3,1,51.24,C,Pass
2.5,93.3,54.2,80.0,8,4,10,66.88,B,Pass
4.1,60.2,37.4,96.7,10,9,5,70.27,B+,Pass
4.8,74.6,79.1,68.9,4,3,4,67.77,B,Pass
3.2,67.5,55.0,43.0,7,2,10,58.75,C,Pass
3.3,90.0,64.7,98.7,4,8,3,68.18,B,Pass
1.3,79.9,37.9,86.8,5,6,6,52.68,C,Pass
5.6,70.5,48.1,25.5,2,9,7,63.3,B,Pass
5.2,71.8,41.0,96.6,3,3,10,68.72,B,Pass
3.0,95.2,67.9,96.5,3,6,3,64.97,B,Pass
4.8,62.6,31.2,96.6,8,2,2,59.75,C,Pass
2.6,54.2,30.6,27.2,10,10,5,52.55,C,Pass
4.7,92.7,43.6,35.9,5,10,2,61.36,B,Pass
3.6,73.9,65.9,88.7,5,10,10,76.57,B+,Pass
3.3,52.4,84.8,55.9,3,9,6,66.03,B,Pass
1.3,95.2,84.6,33.5,10,9,10,69.9,B,Pass
5.8,81.4,37.3,29.4,8,3,7,63.08,B,Pass
5.2,62.6,92.3,42.2,10,1,6,73.46,B+,Pass
5.0,84.9,89.7,65.2,1,2,10,73.7,B+,Pass
2.5,63.4,77.9,99.8,10,4,7,71.78,B+,Pass
2.4,69.5,88.3,32.6,3,2,10,58.52,C,Pass
3.9,67.7,55.3,31.2,10,7,4,61.88,B,Pass
5.2,87.3,36.5,27.0,8,1,2,53.7,C,Pass
5.7,55.3,40.8,22.6,9,5,10,65.92,B,Pass
2.3,64.1,64.0,63.7,2,1,4,48.16,F,Fail
4.0,95.1,42.6,85.1,5,10,5,68.92,B,Pass
4.6,94.2,33.3,75.1,10,9,6,72.41,B+,Pass
2.1,98.5,46.8,28.7,4,4,8,50.26,C,Pass
3.0,51.3,88.9,37.7,8,10,3,66.01,B,Pass
1.9,55.7,54.1,37.0,7,2,4,45.24,F,Fail
4.5,98.4,88.5,55.1,2,8,9,77.23,B+,Pass
5.3,64.4,82.4,34.6,1,8,10,72.43,B+,Pass
5.4,86.4,76.7,35.5,5,4,2,65.74,B,Pass
4.4,97.3,41.1,46.7,2,6,3,55.61,C,Pass
2.7,91.4,55.2,85.5,7,3,10,66.56,B,Pass
4.3,69.3,33.4,68.8,5,2,10,59.8,C,Pass
5.3,80.9,33.6,21.7,6,1,10,57.94,C,Pass
4.1,71.2,85.4,32.6,1,8,2,60.76,B,Pass
3.1,65.5,30.0,88.8,2,9,10,60.77,B,Pass
5.6,87.2,74.0,83.1,3,10,9,84.08,A,Pass
5.2,99.0,54.7,45.6,9,8,8,76.22,B+,Pass
5.4,72.6,85.3,44.8,5,6,4,71.9,B+,Pass
5.5,77.6,67.9,41.0,6,8,1,67.88,B,Pass
3.0,71.7,53.5,38.5,1,10,6,55.32,C,Pass
5.3,98.8,63.1,91.0,1,1,3,65.5,B,Pass
3.9,86.3,33.4,77.5,9,9,4,66.2,B,Pass
1.2,75.1,52.0,85.6,9,1,8,56.15,C,Pass
4.2,88.0,34.3,64.7,7,3,10,63.88,B,Pass
3.4,57.4,55.5,81.8,8,10,5,68.48,B,Pass
2.4,51.7,30.9,57.0,2,1,2,36.04,F,Fail
5.9,75.5,79.0,39.4,1,5,7,69.81,B,Pass
1.3,84.7,45.0,64.4,5,7,9,55.58,C,Pass
5.7,55.2,78.8,48.8,7,10,9,81.34,A,Pass
1.8,63.2,98.8,46.7,7,9,9,70.22,B+,Pass
2.9,99.1,66.2,21.6,7,9,9,66.3,B,Pass
3.1,58.8,87.2,62.4,1,10,6,66.44,B,Pass
4.7,58.1,74.2,87.0,2,8,1,67.21,B,Pass
2.1,68.9,83.6,81.2,7,3,9,67.37,B,Pass
5.9,100.0,62.0,65.0,3,6,10,77.85,B+,Pass
4.7,65.5,71.0,89.9,4,1,6,67.59,B,Pass
4.9,60.2,62.8,93.9,9,1,9,74.4,B+,Pass
1.5,58.9,50.4,37.2,4,2,1,37.07,F,Fail
3.4,89.7,30.9,96.0,10,7,4,65.69,B,Pass
5.7,91.8,68.5,49.4,9,9,4,78.52,B+,Pass
2.4,85.7,78.8,48.2,4,6,4,59.1,C,Pass
1.7,94.1,67.8,54.5,10,10,8,69.33,B,Pass
3.4,95.1,78.3,97.8,1,10,5,73.36,B+,Pass
5.7,89.6,66.2,58.6,2,3,10,72.1,B+,Pass
3.4,82.4,78.3,99.2,3,5,7,71.3,B+,Pass
3.0,88.6,66.6,95.0,10,4,9,74.76,B+,Pass
4.3,98.0,56.1,38.0,5,5,8,64.72,B,Pass
5.7,85.8,35.6,93.8,9,2,6,71.35,B+,Pass
1.2,87.0,63.5,70.0,6,6,9,60.88,B,Pass
1.8,67.1,82.4,68.4,8,5,7,64.77,B,Pass
1.7,74.0,73.3,38.7,1,1,4,44.33,F,Fail
1.4,98.1,58.6,95.0,7,4,2,57.31,C,Pass
2.5,94.3,49.9,55.4,2,2,8,52.22,C,Pass
2.1,57.5,58.0,70.4,10,10,5,64.21,B,Pass
3.7,54.8,40.4,70.3,4,4,5,53.92,C,Pass
2.6,72.7,68.0,65.0,9,8,8,69.42,B,Pass
3.0,58.8,79.5,66.0,1,3,3,54.65,C,Pass
5.7,98.0,35.2,84.6,6,7,7,74.09,B+,Pass
1.8,87.7,70.6,78.7,9,2,7,63.42,B,Pass
2.9,91.9,51.2,38.3,9,3,9,60.34,B,Pass
2.3,82.8,96.2,64.4,5,10,8,74.19,B+,Pass
3.7,89.5,31.9,51.6,5,8,3,55.46,C,Pass
4.7,61.3,70.3,62.1,5,7,6,69.82,B,Pass
5.1,99.4,77.6,92.7,10,5,3,81.64,A,Pass
3.6,79.6,77.8,77.8,4,3,7,67.48,B,Pass
5.3,66.9,87.3,94.2,10,5,4,82.84,A,Pass
4.9,99.3,66.8,49.4,1,4,5,63.64,B,Pass
1.8,51.0,51.6,34.2,1,6,9,46.33,F,Fail
2.2,84.5,93.1,64.8,8,9,10,77.24,B+,Pass
4.4,91.4,47.2,35.4,6,8,5,62.85,B,Pass
5.9,54.3,69.4,51.8,1,5,9,69.15,B,Pass
2.9,90.6,99.7,88.6,3,6,8,75.88,B+,Pass
2.1,85.2,73.5,60.3,1,10,4,59.34,C,Pass
5.3,65.0,40.0,96.9,8,1,5,66.24,B,Pass
2.0,55.8,82.0,40.6,8,2,3,53.17,C,Pass
4.5,88.7,57.3,69.6,5,3,6,65.63,B,Pass
1.2,96.1,66.9,52.2,9,9,9,65.96,B,Pass
1.1,71.5,66.7,43.8,5,9,5,53.8,C,Pass
3.3,78.6,95.5,79.6,5,9,5,75.88,B+,Pass
4.3,70.0,54.5,69.4,8,5,2,63.24,B,Pass
1.7,88.1,38.8,36.4,5,5,4,44.77,F,Fail
4.8,93.1,74.2,50.1,1,6,6,67.58,B,Pass
1.6,80.6,31.4,79.2,9,8,7,58.19,C,Pass
3.7,74.3,69.6,57.1,1,5,5,59.19,C,Pass
2.5,85.4,46.8,75.2,8,4,7,60.52,B,Pass
4.8,71.3,62.1,98.3,8,9,10,83.6,A,Pass
5.0,80.9,52.8,44.7,7,2,7,64.0,B,Pass
1.3,75.7,68.9,36.9,9,8,1,53.53,C,Pass
2.0,58.9,47.8,67.7,5,4,1,46.0,F,Fail
5.5,69.9,41.3,81.3,6,8,1,66.51,B,Pass
3.1,63.0,53.0,76.4,6,7,10,66.41,B,Pass
3.4,63.9,65.9,60.5,3,4,4,56.54,C,Pass
1.8,50.7,60.1,66.9,8,1,6,52.33,C,Pass
6.0,91.4,98.4,60.9,3,2,5,76.88,B+,Pass
5.6,51.4,58.7,75.9,10,6,10,79.6,B+,Pass
1.0,88.3,97.6,47.7,7,4,6,61.38,B,Pass
3.8,58.4,31.3,38.1,4,3,7,48.58,F,Fail
5.4,96.7,74.4,91.1,8,6,10,87.54,A,Pass
3.2,90.3,52.5,63.3,3,6,9,62.45,B,Pass
3.2,55.8,56.3,60.6,2,3,6,52.54,C,Pass
2.9,90.2,57.9,50.0,4,7,6,59.6,C,Pass
1.1,67.9,65.2,72.8,3,8,3,52.41,C,Pass
5.0,95.7,81.0,24.0,3,2,5,63.42,B,Pass
3.3,75.4,66.1,47.9,9,3,7,63.45,B,Pass
3.7,86.6,41.9,60.7,5,5,7,60.04,B,Pass
2.3,51.1,77.9,75.4,2,5,3,55.1,C,Pass
4.9,52.8,58.7,68.5,10,3,1,63.83,B,Pass
5.0,50.0,56.1,50.6,6,3,10,65.61,B,Pass
3.8,51.6,32.6,49.0,10,7,8,60.86,B,Pass
5.5,77.6,36.6,57.6,3,5,2,57.55,C,Pass
1.6,89.2,50.2,25.3,1,4,4,40.66,F,Fail
4.9,52.6,48.0,44.1,1,6,1,51.48,C,Pass
3.8,63.7,41.7,45.8,7,4,7,56.86,C,Pass
2.2,73.0,91.1,93.9,9,6,7,74.96,B+,Pass
1.7,75.3,34.3,65.1,8,10,6,56.67,C,Pass
2.5,83.2,96.6,60.3,7,1,9,68.52,B,Pass
5.3,53.7,73.2,80.4,3,10,7,76.93,B+,Pass
4.9,88.4,51.3,45.5,1,9,1,59.09,C,Pass
4.2,57.4,69.1,87.9,10,9,4,76.0,B+,Pass
1.5,70.7,83.6,23.6,8,2,5,52.51,C,Pass
5.8,64.2,44.1,72.0,7,8,8,74.44,B+,Pass
2.5,74.6,72.1,79.4,3,9,1,60.4,B,Pass
4.0,60.4,93.5,76.6,6,6,4,72.9,B+,Pass
5.0,85.7,44.5,44.1,2,7,4,59.31,C,Pass
1.7,80.7,56.4,36.3,10,10,7,61.42,B,Pass
4.3,81.5,88.2,72.1,10,8,1,77.22,B+,Pass
1.2,85.9,32.4,41.1,4,2,1,34.66,F,Fail
1.5,60.6,30.3,46.1,6,7,5,44.55,F,Fail
4.6,78.3,87.0,59.1,4,8,4,72.84,B+,Pass
1.8,77.9,59.9,99.7,10,4,5,63.92,B,Pass
3.2,82.8,92.5,74.0,5,7,6,73.31,B+,Pass
2.2,89.1,81.5,33.0,6,4,6,59.04,C,Pass
3.1,95.0,35.2,71.7,2,1,3,47.46,F,Fail
1.4,56.1,84.1,72.6,3,7,6,59.12,C,Pass
4.8,56.0,38.6,72.9,10,2,3,60.39,B,Pass
1.4,55.7,30.3,50.3,9,1,10,46.29,F,Fail
5.2,94.6,58.7,88.4,9,10,9,86.2,A,Pass
4.3,67.2,75.9,29.8,7,10,8,72.37,B+,Pass
3.1,83.4,95.4,69.1,7,7,1,69.96,B,Pass
5.3,68.3,85.1,50.9,8,1,4,69.94,B,Pass
1.9,73.8,44.9,61.4,4,3,1,43.42,F,Fail
2.3,81.1,79.2,62.1,5,10,7,68.42,B,Pass
1.7,71.1,85.6,80.2,2,4,9,62.34,B,Pass
2.9,54.5,83.0,66.3,3,5,9,64.74,B,Pass
5.9,78.9,31.4,27.5,2,2,4,51.46,C,Pass
1.8,94.3,53.6,45.7,5,7,10,58.89,C,Pass
5.2,75.7,55.0,56.0,4,2,1,57.52,C,Pass
4.3,95.4,75.4,22.7,5,2,5,61.0,B,Pass
1.1,79.0,55.9,32.6,2,4,8,45.16,F,Fail
5.7,83.6,53.6,84.3,1,6,1,65.2,B,Pass
5.9,65.8,88.2,92.7,2,1,1,70.14,B+,Pass
5.6,70.9,72.5,30.2,7,9,1,69.14,B,Pass
3.5,80.4,44.8,36.5,8,1,4,51.72,C,Pass
2.1,89.8,40.0,20.8,1,5,10,46.5,F,Fail
3.0,85.9,39.7,64.9,9,3,4,56.25,C,Pass
4.1,82.8,33.6,85.1,2,10,3,60.84,B,Pass
2.9,97.5,80.6,84.9,4,6,8,72.24,B+,Pass
4.5,52.2,40.2,96.0,5,4,2,58.67,C,Pass
5.0,94.6,96.4,59.0,5,1,7,75.41,B+,Pass
2.0,71.4,99.9,44.0,6,2,7,61.72,B,Pass
3.0,59.0,82.3,30.7,2,10,2,57.08,C,Pass
5.8,55.4,42.2,52.0,1,3,10,61.09,B,Pass
2.2,99.0,93.6,39.4,1,4,7,60.01,B,Pass
2.7,97.8,97.3,51.6,7,2,3,64.65,B,Pass
1.2,99.4,47.2,40.8,1,2,6,41.66,F,Fail
2.7,80.0,82.5,74.0,1,7,1,59.52,C,Pass
2.9,75.3,96.4,48.2,7,10,7,74.46,B+,Pass
1.5,83.7,60.7,48.0,8,5,10,59.74,C,Pass
1.0,66.5,61.1,26.7,10,6,9,54.93,C,Pass
3.9,65.6,43.9,51.8,3,5,5,53.9,C,Pass
2.5,77.9,95.8,94.6,3,5,9,72.93,B+,Pass
1.1,93.4,34.2,35.8,4,10,7,48.66,F,Fail
5.3,98.1,77.9,85.0,5,6,9,83.24,A,Pass
3.9,67.1,87.6,95.9,10,3,1,72.6,B+,Pass
1.9,95.0,80.0,70.0,2,10,3,62.6,B,Pass
5.3,56.5,39.7,34.3,9,7,9,66.92,B,Pass
2.3,56.9,54.3,63.0,10,8,5,60.92,B,Pass
2.1,97.7,57.7,44.1,5,7,6,57.21,C,Pass
5.5,96.7,67.0,71.8,9,8,9,85.19,A,Pass
1.9,55.9,71.1,31.6,10,8,6,59.7,C,Pass
5.4,95.6,66.0,83.0,6,3,4,73.11,B+,Pass
5.0,74.1,57.3,62.4,8,7,4,70.1,B+,Pass
2.5,91.9,31.6,66.7,10,4,4,55.1,C,Pass
1.2,64.6,67.8,33.2,7,10,2,52.19,C,Pass
1.4,85.3,33.7,29.4,2,10,1,39.97,F,Fail
1.5,94.0,54.7,64.2,6,7,1,52.71,C,Pass
5.5,89.9,78.8,84.2,9,7,7,86.32,A,Pass
3.0,67.7,42.2,58.5,8,10,3,59.1,C,Pass
1.2,54.1,57.1,25.6,5,9,6,48.32,F,Fail
3.8,92.6,38.2,31.8,6,10,6,60.78,B,Pass
2.0,68.7,85.2,42.7,8,5,3,58.58,C,Pass
2.2,79.9,54.2,92.4,5,3,5,57.2,C,Pass
1.8,50.8,39.0,75.9,1,9,2,45.42,F,Fail
4.8,98.4,96.7,55.6,9,7,5,82.56,A,Pass
1.0,56.9,39.1,69.6,9,2,3,43.9,F,Fail
3.2,82.4,83.6,59.6,7,6,5,68.88,B,Pass
1.4,90.4,51.2,47.8,7,4,4,49.61,F,Fail
3.8,55.4,80.2,36.0,4,4,2,56.19,C,Pass
2.7,78.5,41.5,23.2,1,7,3,43.5,F,Fail
1.1,98.1,78.7,68.9,6,7,2,59.22,C,Pass
3.3,95.5,58.8,76.8,1,1,4,54.97,C,Pass
3.9,63.7,71.1,98.9,5,1,5,65.58,B,Pass
2.2,98.1,97.0,27.1,4,8,3,61.92,B,Pass
4.8,98.2,37.7,24.5,2,9,2,55.12,C,Pass
2.9,72.7,59.6,51.2,9,7,4,61.45,B,Pass
4.7,57.8,31.6,32.1,2,8,3,50.3,C,Pass
3.9,53.3,30.1,96.2,9,5,5,61.88,B,Pass
5.3,72.5,61.1,36.4,2,1,1,53.18,C,Pass
3.7,76.9,86.3,70.1,9,6,4,73.58,B+,Pass
1.9,63.0,88.1,39.1,8,3,9,61.79,B,Pass
5.1,50.2,32.1,85.2,10,4,9,69.22,B,Pass
4.9,56.8,84.2,51.9,1,6,2,63.11,B,Pass
5.9,62.0,49.6,27.6,4,4,7,61.34,B,Pass
1.5,65.6,50.7,31.7,6,10,7,52.99,C,Pass
4.0,70.8,74.0,80.3,8,1,7,69.62,B,Pass
3.5,85.9,55.0,49.4,10,5,1,59.75,C,Pass
4.4,89.1,53.7,54.0,6,10,5,69.04,B,Pass
5.9,67.5,54.7,24.7,3,5,4,59.73,C,Pass
3.7,96.0,87.0,74.1,4,10,9,80.26,A,Pass
4.4,58.8,37.7,45.6,1,7,5,52.74,C,Pass
2.7,66.1,59.6,24.0,5,4,4,48.91,F,Fail
2.5,57.1,54.6,80.9,9,2,3,55.5,C,Pass
2.7,83.6,76.5,79.6,7,1,6,64.22,B,Pass
1.2,60.9,49.4,35.6,2,8,4,42.58,F,Fail
2.4,84.0,77.4,90.7,3,1,3,57.96,C,Pass
1.9,52.1,76.4,89.3,2,4,4,55.31,C,Pass
3.3,60.4,84.8,25.7,3,10,1,58.29,C,Pass
3.3,74.1,63.0,51.8,6,8,3,61.13,B,Pass
4.8,88.8,47.9,77.9,9,8,10,78.74,B+,Pass
3.5,57.9,79.9,92.2,5,2,9,69.6,B,Pass
3.3,60.7,41.0,80.0,6,1,5,53.52,C,Pass
2.2,80.5,95.3,81.7,2,10,7,71.93,B+,Pass
5.3,90.8,60.0,39.6,3,2,7,63.22,B,Pass
1.5,78.1,64.9,45.7,3,9,7,55.89,C,Pass
5.9,80.8,67.4,20.1,5,6,5,67.54,B,Pass
3.4,99.0,61.5,24.8,7,3,4,56.6,C,Pass
1.9,89.7,77.4,43.3,7,9,2,60.42,B,Pass
2.8,72.9,93.4,51.4,2,5,7,63.55,B,Pass
1.1,54.3,94.4,85.3,3,5,1,55.22,C,Pass
1.8,94.1,39.5,99.1,4,3,5,53.35,C,Pass
2.7,90.5,68.6,55.4,5,3,6,59.31,C,Pass
3.8,71.4,67.0,49.1,4,2,4,56.46,C,Pass
1.6,90.1,33.6,78.3,9,3,8,55.56,C,Pass
4.4,86.4,83.0,28.4,10,4,7,72.25,B+,Pass
5.2,60.0,93.3,54.0,1,5,10,74.22,B+,Pass
3.9,58.8,34.6,68.7,4,8,4,56.44,C,Pass
2.5,89.1,55.0,99.7,3,9,8,67.61,B,Pass
1.6,78.0,51.2,72.3,6,8,6,57.84,C,Pass
1.1,72.3,42.2,77.7,5,3,9,50.84,C,Pass
4.7,68.5,37.3,50.6,9,10,10,71.56,B+,Pass
4.1,85.9,57.4,40.6,10,5,2,62.43,B,Pass
3.4,70.2,63.2,59.0,10,4,8,67.27,B,Pass
1.5,50.6,59.3,75.5,9,1,3,50.21,C,Pass
2.0,65.6,91.9,56.6,10,4,10,70.03,B+,Pass
5.1,95.3,37.6,40.4,8,10,10,73.39,B+,Pass
3.4,68.5,90.4,36.0,10,8,10,76.45,B+,Pass
5.8,52.0,90.3,23.7,3,4,5,66.53,B,Pass
6.0,86.5,62.0,51.2,10,6,7,78.83,B+,Pass
5.0,63.8,65.3,98.8,10,6,6,79.53,B+,Pass
2.3,52.9,45.6,51.9,7,8,4,52.68,C,Pass
2.2,89.9,74.9,44.0,3,3,5,54.12,C,Pass
2.3,50.3,43.3,67.6,9,1,6,51.2,C,Pass
5.9,58.0,58.6,86.6,8,2,7,74.04,B+,Pass
2.7,59.9,39.5,33.9,2,6,6,45.75,F,Fail
4.5,84.4,76.7,35.0,5,6,3,64.87,B,Pass
5.8,55.6,46.3,65.0,7,3,9,69.08,B,Pass
5.1,85.2,65.4,88.8,4,8,10,80.59,A,Pass
4.0,65.9,36.6,71.6,8,1,8,59.48,C,Pass
1.8,75.6,89.1,31.9,9,2,1,53.82,C,Pass
1.9,90.8,58.6,25.9,5,3,4,47.22,F,Fail
3.5,72.1,76.1,25.8,1,8,6,59.1,C,Pass
5.8,57.7,57.6,21.4,3,3,7,59.58,C,Pass
5.5,56.8,44.2,61.4,5,3,5,60.94,B,Pass
1.8,69.2,71.6,70.0,2,3,6,53.52,C,Pass
2.4,57.7,87.6,24.8,9,3,1,53.99,C,Pass
3.9,81.5,44.1,56.7,5,6,10,64.28,B,Pass
3.4,79.8,47.6,42.7,7,10,10,66.88,B,Pass
1.6,85.6,99.2,42.9,2,2,6,56.2,C,Pass
2.8,80.2,77.8,89.1,2,7,4,65.04,B,Pass
5.8,67.9,53.8,22.1,2,8,3,59.76,C,Pass
5.8,79.8,43.5,46.3,1,8,1,59.0,C,Pass
3.8,93.2,94.6,94.0,1,5,1,69.27,B,Pass
4.2,52.1,88.1,62.7,10,8,8,79.44,B+,Pass
2.1,54.6,73.5,94.8,9,7,9,71.46,B+,Pass
4.7,98.9,32.2,28.7,10,5,6,62.04,B,Pass
1.3,88.4,77.1,50.0,2,1,9,52.82,C,Pass
2.1,53.6,94.8,66.9,3,3,4,57.5,C,Pass
1.0,97.0,93.1,91.9,4,1,10,65.76,B,Pass
2.9,97.1,44.8,71.7,8,8,5,64.27,B,Pass
5.3,83.9,30.1,82.1,5,5,4,63.43,B,Pass
5.9,96.0,52.5,61.0,7,5,1,68.47,B,Pass
4.3,67.1,89.7,54.3,6,3,8,71.48,B+,Pass
4.7,70.2,88.5,65.3,6,3,1,67.74,B,Pass
2.3,72.1,38.1,31.6,5,6,5,46.68,F,Fail
3.6,95.8,83.8,90.2,6,6,9,79.46,B+,Pass
4.7,97.0,68.2,84.4,6,8,3,75.21,B+,Pass
3.5,79.8,43.6,20.3,4,1,3,43.92,F,Fail
1.4,95.3,94.3,69.0,6,2,9,66.06,B,Pass
4.7,92.8,66.1,91.7,1,1,10,70.36,B+,Pass
2.1,71.2,82.2,53.3,2,9,4,59.06,C,Pass
1.5,85.1,60.2,38.1,4,9,2,50.28,C,Pass
3.4,59.2,80.0,29.8,4,1,7,55.99,C,Pass
1.4,57.4,82.9,80.6,2,3,4,53.15,C,Pass
4.1,83.9,99.2,21.8,1,1,5,59.86,C,Pass
